snippet,fallacy_detection,category,class
Nothing.,0.0,0.0,0.0
Are we doing enough in that area?,0.0,0.0,0.0
It's your money.,0.0,0.0,0.0
The middle-income families in America have been crushed over the last four years.,0.0,0.0,0.0
"But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods.",0.0,0.0,0.0
It's so dangerous on the ground that they can't be trained there.,0.0,0.0,0.0
Doesn't make me popular with the teachers union.,0.0,0.0,0.0
"Boy, to listen to that -- the president, I don't think, is living in a world of reality with respect to the environment.",0.0,0.0,0.0
We need to deny them the safe havens.,0.0,0.0,0.0
"Dean Acheson, George Marshall were strong secretaries of uh - state - excuse me - state.",0.0,0.0,0.0
Don Nichols on the International Religious Freedom Act.,0.0,0.0,0.0
No tax on your savings.,0.0,0.0,0.0
I think we got to stay that way and continue to increase our capabilities to meet any potential threat.,0.0,0.0,0.0
We want to reform the education system.,0.0,0.0,0.0
"As I say, I feel that we have a problem here to resolve.",0.0,0.0,0.0
"Now, I said there was a contrast.",0.0,0.0,0.0
"Whether it be opposition to spending and earmarks, whether it be the issue of torture, whether it be the conduct of the war in Iraq, which I vigorously opposed.",0.0,0.0,0.0
"Now last year, of course, was 1958.",0.0,0.0,0.0
"Well, Mr. Ford is - is uh changing uh considerably his previous philosophy.",1.0,1.0,2.0
"Now, we need a tight budget, but there's no question that this administration has singled out things that affect the most vulnerable in American life, and they're hurting.",0.0,0.0,0.0
"When I closed, he said, I shouldn't have closed.",0.0,0.0,0.0
Two-thirds of the country was a no-fly zone when we started this war.,0.0,0.0,0.0
Governor Rockefeller has been far more critical in June of our position in the world than I have been.,1.0,1.0,1.0
Do you seriously believe that we ought to continue the same policies that have created the worst economy since the Great Depression?,0.0,0.0,0.0
"We found out today that over the past 13 months, we've added 1.9 million new jobs in the last 13 months.",0.0,0.0,0.0
"When the outbreak in the Sunbelt happened this summer, again, Americans stepped forward.",0.0,0.0,0.0
This isn't mentioned much and appreciated much.,0.0,0.0,0.0
"But notably, America's hearts today are with the family of Kayla Mueller, the parents of which are here with us tonight in Salt Lake City.",0.0,0.0,0.0
I know what thatâ€™s like when an army is defeated.,0.0,0.0,0.0
"That's why we have, as I said, people under federal indictment and charges.",0.0,0.0,0.0
We are quarantining Mr. Castro today.,0.0,0.0,0.0
"Everyone should be respected by the law, and everyone should respect the law.",0.0,0.0,0.0
"But I disagree with them, as do many.",1.0,1.0,1.0
"If you won't use any football stories, I won't tell any of my warm and humorous stories about chlorofluorocarbon abatement.",0.0,0.0,0.0
And there are a bunch of things we can do to make sure your future is bright.,0.0,0.0,0.0
"Another is to pass -- to get our seniors to sign up to these drug discount cards, and they're working.",0.0,0.0,0.0
"Do I think that I bear some responsibility for the fact that too many of our children still don't understand drugs are wrong, drugs can kill you.",0.0,0.0,0.0
We've seen 10.5 million new jobs created in the last four years.,0.0,0.0,0.0
And what we have in Lebanon is something that the American people have seen.,0.0,0.0,0.0
We happen to have a statute on the books that's a hate crimes statute in Texas.,0.0,0.0,0.0
"Senator McCain is absolutely right, we cannot tolerate a nuclear Iran.",0.0,0.0,0.0
"We've already got 20,000 out there.",0.0,0.0,0.0
"If one vote per precinct had changed in 1960, John Kennedy would never have been President of this nation.",0.0,0.0,0.0
"It's against the law in the United States to hire people illegally, and we ought to be enforcing that law properly.",0.0,0.0,0.0
"But the president just arbitrarily brought the hammer down and said, ""Nope.",0.0,0.0,0.0
It's on the north slope right next to Prudhoe Bay.,0.0,0.0,0.0
"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",0.0,0.0,0.0
I want to teach.,0.0,0.0,0.0
"And the only poll I've ever followed is the one that uh - you know, is taken on election day.",0.0,0.0,0.0
But it's also why I'm so proud that Al Gore said two things.,0.0,0.0,0.0
"And now, I recovered.",0.0,0.0,0.0
We're aligning facilities where the veterans live now.,0.0,0.0,0.0
We have been discouraged and we've been alienated.,0.0,0.0,0.0
I suspect we won't agree here tonight.,0.0,0.0,0.0
Who will dominate Asia in the next five or ten years?,0.0,0.0,0.0
That's what we have here.,0.0,0.0,0.0
"While you were in private practice in law and as a senator, you had the advantage of a special tax loophole, Subchapter S corporation, which you set up so you could avoid paying $600,000 in Medicare taxes that would have gone into the fund.",0.0,0.0,0.0
Saddam Hussein now sits in a prison cell.,0.0,0.0,0.0
There's a sense of American occupation.,0.0,0.0,0.0
"I led the fight to put 100,000 cops on the streets of America.",0.0,0.0,0.0
"Which system, Communism or freedom, will triumph in the next five or ten years?",0.0,0.0,0.0
"And with each one of those decisions that affect the future of my country, I have learned in the process.",0.0,0.0,0.0
That's why I'm such a strong believer in medical liability reform.,0.0,0.0,0.0
"I don't -- I, too, abhor abortions, but I don't think they should be made illegal, and I don't -- and I don't think it's a political issue.",0.0,0.0,0.0
I am against it.,0.0,0.0,0.0
We can do better than that.,0.0,0.0,0.0
I think they're taxed too much.,0.0,0.0,0.0
"A growing, expanding job base to generate the funds and the tax revenues to pay off the mess and rebuild America.",0.0,0.0,0.0
I'm awfully glad you ge- got that question because as you know I got into it at the last of my other question and wasn't able to complete the argument.,0.0,0.0,0.0
Senator Kennedy has put a great deal of stress on the necessity for economic assistance.,0.0,0.0,0.0
We've had 4 years where we've produced no private sector jobs.,0.0,0.0,0.0
"We're on the side of justice against the forces of slavery, against the forces of injustice.",0.0,0.0,0.0
I wrote the anti-terrorist report for this government.,0.0,0.0,0.0
I never thought I'd ever be involved in anything like this.,0.0,0.0,0.0
Drop dead.,0.0,0.0,0.0
We don't have to live like this.,0.0,0.0,0.0
And it was a smart move because there's gas reserves up there.,0.0,0.0,0.0
We hear all the negatives.,0.0,0.0,0.0
"And let me just say that budget that you passed that I vetoed would have cut 50,000 kids out of Headstart.",0.0,0.0,0.0
That's why I object to the covert action in Nicaragua.,0.0,0.0,0.0
But it is important that we learn about what has been effective.,0.0,0.0,0.0
Republicans wanted to have just a majority vote to confirm a judge and the Democrats were blocking in an unprecedented fashion.,0.0,0.0,0.0
"I have seen four wars in my lifetime. I'm a father of sons; I have a grandson. I don't ever want to see another generation of young Americans bleed their lives into sandy beachheads in the Pacific, or rice paddies and jungles in the in Asia or the muddy battlefields of Europe.",1.0,0.0,0.0
"I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people.",0.0,0.0,0.0
"If you're a company in St. Louis working, trying to make jobs here, there is actually an incentive for you to go away.",0.0,0.0,0.0
He's been in the United States Senate 20 years.,0.0,0.0,0.0
But it didn't stop him from endorsing the sale of arms to the Ayatollah.,0.0,0.0,0.0
He wants you to believe that because he can't come here and tell you that he's created new jobs for America.,0.0,0.0,0.0
"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.",0.0,0.0,0.0
"Now, with respect to immigration reform, the president broke his promise on immigration reform.",0.0,0.0,0.0
For years they've run on that platform.,0.0,0.0,0.0
What we know is that the president and the vice president have not done the work to build the coalition that we need -- dramatically different than the first Gulf War.,0.0,0.0,0.0
"I want new incentives for savings and investment for the young couples who are working hard so they can save and invest on their own on top of Social Security, not at the expense of Social Security, as the governor proposes.",0.0,0.0,0.0
What I wish tonight so desperately is that we had had more time to talk about some of the other issues that are so fundamentally important.,0.0,0.0,0.0
He's had experience in it.,0.0,0.0,0.0
"We've got to have a president that can lead on this issue, that can work with the Congress, and I'm prepared to do so.",0.0,0.0,0.0
"In the Balkans we have allies, NATO, ready, willing and able to go and carry a big part of the burden.",0.0,0.0,0.0
"When I was growing up in Los Angeles, my parents were a one working family, one breadwinner per family was all that was necessary.",0.0,0.0,0.0
The mayors that I've talked to in some of our leading cities tell!,0.0,0.0,0.0
"And it's Katherine Fenton, who has a question for you.",0.0,0.0,0.0
The differences are very clear.,0.0,0.0,0.0
"So far, Mr. Ford has not responded.",0.0,0.0,0.0
He's the one you will see on the evening news beheading hostages.,1.0,0.0,0.0
I will find the best people in the world -- in the United States of America who have a history of strict adherence to the Constitution.,0.0,0.0,0.0
He discovered Boeing during the course of this campaign after I'd been talking about it for months.,0.0,0.0,0.0
"What he's asking me is, will I have a litmus test for my judges?",0.0,0.0,0.0
So you really owe him an apology.,1.0,1.0,2.0
We knew he'd been -- invaded other countries.,0.0,0.0,0.0
But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,0.0,0.0,0.0
We have less than half of the staff that we need there to complete that training.,0.0,0.0,0.0
They don't even fight to reach those goals.,0.0,0.0,0.0
And certainty sometimes can get you in trouble.,0.0,0.0,0.0
"I saved the taxpayer $6.8 billion by fighting a deal for a couple of years, as you might recall, that was a sweetheart deal between an aircraft manufacturer, DOD, and people ended up in jail.",0.0,0.0,0.0
So I want to proceed carefully to cover more people.,0.0,0.0,0.0
I hope that we can get this resolved as soon as possible.,0.0,0.0,0.0
Our economic future depends upon whether or not our children are going to get the kind of education that lets them go on to college.,0.0,0.0,0.0
"When Joe Biden was vice president, we lost 200,000 manufacturing jobs and President Obama said they were never coming back.",0.0,0.0,0.0
Let me say there is only one uh - point I would add.,0.0,0.0,0.0
He said that there could be secretary-level and lower level meetings.,0.0,0.0,0.0
"And, in fact, an across-the-board spending freeze is a hatchet, and we do need a scalpel, because there are some programs that don't work at all.",0.0,0.0,0.0
"Now in the case of Mr. Nixon, the reason the - the pardon was given, was that, when I took office this country was in a very, very divided condition.",1.0,0.0,0.0
Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,0.0,0.0,0.0
We have a duty to protect our children and grandchildren.,0.0,0.0,0.0
I do think that sensible gun safety measures are warranted now.,0.0,0.0,0.0
Is that the kind of leadership we need?,0.0,0.0,0.0
"They left us a mess, and Obama would be – I think, the first to say — it was the single biggest problem, he thought, that our country had.",1.0,1.0,1.0
She's cut the size of government.,0.0,0.0,0.0
It is time for a change.,1.0,0.0,5.0
That's a good result and I'm proud of it.,0.0,0.0,0.0
And here's my tax cut.,0.0,0.0,0.0
The governor's wife has been very active in the homeless.,0.0,0.0,0.0
"Chemical plants, and oil plants and refineries that pollute.",0.0,0.0,0.0
...and $500 billion over the next five.,0.0,0.0,0.0
But we had Osama bin Laden cornered at Tora Bora.,0.0,0.0,0.0
That was the worst part of Obamacare.,1.0,0.0,0.0
And I want the states to meet their responsibilities.,0.0,0.0,0.0
"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that.",1.0,1.0,1.0
People -- the 18- to 24-year-old high school graduates 10 years ago were making more than they are now.,0.0,0.0,0.0
And God bless the United States of America.,0.0,0.0,0.0
I have a record of appointing judges in the State of Texas.,0.0,0.0,0.0
"I think he called me racist, even, and because I was closing it to China.",1.0,1.0,2.0
"I believe that if in all these years that we have spent trying to get the amendment, that we had spent as much time correcting these laws, as we did in California - and we were the first to do it.",0.0,0.0,0.0
"This is a serious issue, and I think we ought to understand completely if we disagree, and if so, where.",0.0,0.0,0.0
We passed it out of the House of Representatives.,0.0,0.0,0.0
"The president has denied 9. 2 million women $3,800 a year, but he doesn't hesitate to fight for $136,000 to a millionaire.",1.0,1.0,2.0
"And many of the things the President talked about, he turned over to the United Nations.",0.0,0.0,0.0
And we weren't diagnosing problems.,0.0,0.0,0.0
"For example we support the moratorium on drilling off the coast of California, but there are places where we think we ought to go forward and develop those resources.",0.0,0.0,0.0
We believe that that's too much additional money to take out of the pockets of the people.,1.0,0.0,0.0
"We always had to reform it over the years, but we need somebody who believes it in to reform it.",0.0,0.0,0.0
I think also that the American people want a balanced program that gives us long-term growth so that they're not having to take money that's desperate to themselves and their families and give it to someone else.,0.0,0.0,0.0
"But, again, I want to return.",0.0,0.0,0.0
I know I can do a better job in Iraq.,0.0,0.0,0.0
But let me just address what the president just said.,0.0,0.0,0.0
It's great to be here in Atlanta for this debate where America will be showcased to the world when the 1996 Olympics are put on right here.,0.0,0.0,0.0
"Good intentions, I grant.",0.0,0.0,0.0
"At the same time, as I have said earlier, we have added about nine million net new jobs in that period of time - a record never before achieved.",0.0,0.0,0.0
John Edwards and I support tort reform.,0.0,0.0,0.0
You know there's not a day gone by that I haven't thought of every American family that's lost a loved one. And I want all of you to know that you'll always be in our hearts and in our prayers.,1.0,0.0,0.0
It seems like they can't get it done.,0.0,0.0,0.0
Now I understand it's been extended 'til some time next year.,0.0,0.0,0.0
"Miss Quinn, I don't have to.",0.0,0.0,0.0
"Now, as to my closing remarks: I've always believed that this land was placed here between the two great oceans by some divine plan.",0.0,0.0,0.0
"The position of the United States has been that this build-up, in the words of the president, has been foolish.",1.0,0.0,0.0
I want to be judicious in its use.,0.0,0.0,0.0
"4 million Ohioans have no health insurance, 114,000 of them lost it under President Bush; Wisconsin, 82,000 Wisconsinites lost it under President Bush.",0.0,0.0,0.0
I know that won't come as a shock.,0.0,0.0,0.0
"Are you working harder to put food on the table, feed your children.",0.0,0.0,0.0
Our imports are at an all-time record high.,0.0,0.0,0.0
"George Bush never suggested that we eliminate funding for Planned Parenthood, so there are differences between Governor Romney and George Bush, but they're not on economic policy.",0.0,0.0,0.0
"I have made a lot of decisions, and some of them little, like appointments to boards you never heard of, and some of them big.",0.0,0.0,0.0
"The reason I did so was because I was worried that activist judges are actually defining the definition of marriage, and the surest way to protect marriage between a man and woman is to amend the Constitution.",0.0,0.0,0.0
(Laughter)  I finished.,0.0,0.0,0.0
"And, Senator, thank you.",0.0,0.0,0.0
A lot of us saw this train wreck coming.,0.0,0.0,0.0
The same is true of highways.,0.0,0.0,0.0
"But that having been said, I believe that -- well, first of all, let me say that the governor and I agree on some things where this subject is concerned.",0.0,0.0,0.0
"Bosnia, Northern Ireland.",0.0,0.0,0.0
I am answering your questions.,0.0,0.0,0.0
"Stand in the South Bronx as I did, in the spot where Jimmy Carter made his promise that he was going to, with multi-billion dollar programs, refurbish that area that looks like bombed-out London in World War II.",0.0,0.0,0.0
"Every school and every school district, have every state test the children.",0.0,0.0,0.0
"And therefore, I think, we should make it very clear the disagreement between Mr. Nixon and myself.",0.0,0.0,0.0
There's nothing wrong with the theory of it.,0.0,0.0,0.0
That's exactly where we find ourselves today.,0.0,0.0,0.0
"So to stand here and after eight years and say that you're going to lead on controlling spending and, you know, balancing our tax cuts so that they help middle class families when over the last eight years that hasn't happened I think just is, you know, kind of hard to swallow.",0.0,0.0,0.0
"There is the Republican Guard in Iran, which Senator Kyl had an amendment in order to declare them a sponsor of terror.",0.0,0.0,0.0
"Bill Clinton wants to empower government, we want to empower people.",0.0,0.0,0.0
That's how we built the world's greatest middle class.,0.0,0.0,0.0
And we've got a lot of work to do.,0.0,0.0,0.0
"Not only would it threaten Israel, a country that is our stalwart ally, but it would also create an environment in which you could set off an arms race in this Middle East.",0.0,0.0,0.0
"I said, there's a person with a temperament that's got a problem.",1.0,1.0,2.0
"Peter, it's one of the most agonizing decisions a president has to make.",1.0,0.0,0.0
"Some of it's said—somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.",0.0,0.0,0.0
"My opponent's right, we need good intelligence.",0.0,0.0,0.0
President Trump and I believe that the progress that we have made in a cleaner environment has been happening precisely because we have a strong free market economy.,0.0,0.0,0.0
Let me say a word about Al Gore.,0.0,0.0,0.0
For a while I was drilling into this idea of privatization of Social Security.,0.0,0.0,0.0
I ask an awful lot of questions as part of my job as vice president.,0.0,0.0,0.0
"And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others.",0.0,0.0,0.0
All of these things have brought an improvement in the college entrance exams for the first time in some 20 years.,0.0,0.0,0.0
"We've got 1,000 extra border patrol on the southern border; want 1,000 on the northern border.",0.0,0.0,0.0
Are you suggesting that if somebody has means that the national debt doesn't affect them?,0.0,0.0,0.0
"You're going to have plans that are so good, because we're going to have so much competition in the insurance industry.",0.0,0.0,0.0
Here's what I think.,0.0,0.0,0.0
"In Philadelphia, they went in to watch.",0.0,0.0,0.0
Outsourcing is going to happen.,0.0,0.0,0.0
I'm for Head Start and moving that up.,0.0,0.0,0.0
It's also a curious thing for him to say since right after 1993 he voted to cut the intelligence budget by $7.5 billion.,0.0,0.0,0.0
"I submit to you that raising taxes will make matters much, much worse.",0.0,0.0,0.0
And is it a negative attack and a personal attack to point out that Bill Clinton simply has trouble telling the truth?,1.0,1.0,2.0
We had to get their permission.,0.0,0.0,0.0
It sounded fine.,0.0,0.0,0.0
It's not going to happen on its own.,0.0,0.0,0.0
I wonder if the Governor would lend his support to that law.,0.0,0.0,0.0
I propose $2 billion worth.,0.0,0.0,0.0
Joe Biden will use that money to invest in education.,0.0,0.0,0.0
I believe that we must be able to compete in the market - steel and in all the basic commodities abroad - we must be able to compete against them because we always did because of our technological lead.,0.0,0.0,0.0
I want to take one-half of the surplus and dedicate it to Social Security.,0.0,0.0,0.0
"And by the way, I just want to make sure -- I can't let him just say something and not correct it.",0.0,0.0,0.0
"But if you take it in numbers of dollars instead of percentage, yes, you could say, well, that person got 10 times as much as this other person.",0.0,0.0,0.0
And we have to keep our military strong.,0.0,0.0,0.0
I ran because of you.,0.0,0.0,0.0
"I have no quarrel whatsoever with the things that have been done, because I believe it is high time that the civilized countries of the world made it plain that there is no room worldwide for terrorism; there will be no negotiation with terrorists of any kind.",1.0,0.0,0.0
"With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there -- had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust.",0.0,0.0,0.0
And we've got to create jobs.,0.0,0.0,0.0
"In America, on basic moral questions we have always let the people decide in their own personal lives.",0.0,0.0,0.0
"I think there's a great difference between the Government of Iran threatening our diplomatic personnel, and there is a government that you can see and can put your hand on.",0.0,0.0,0.0
Absolutely.,0.0,0.0,0.0
"I can talk to people, as my wife Teresa does, about making other choices, and about abstinence, and about all these other things that we ought to do as a responsible society.",0.0,0.0,0.0
"In Northern Ireland, in the Middle East we are better off than we were four years ago.",0.0,0.0,0.0
"The best way to keep jobs here in America is, one, have an energy plan.",0.0,0.0,0.0
"Or whether it be Nixon's trip to China, which was preceded by Henry Kissinger, many times before he went.",0.0,0.0,0.0
I think the essential strategy of the United States ought not accept any Soviet control over Eastern Europe.,0.0,0.0,0.0
It was a promise for less government and less taxes and more freedom for the people.,0.0,0.0,0.0
"I happen to like the idea of having technology for the TV, easy for parents to use so you can tune out these programs you don't want in your house.",0.0,0.0,0.0
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.",0.0,0.0,0.0
"Now I think as far as Quemoy and Matsu are concerned, that the question is not these two little pieces of real estate - they are unimportant.",0.0,0.0,0.0
"I'm excited about the chance to talk about this plan and even more excited about the chance to work on it, if you, the people of this country, will give Bill Clinton and me the privilege of doing so for four more years.",0.0,0.0,0.0
And that went on for months.,0.0,0.0,0.0
"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",0.0,0.0,0.0
"See, I think you can be realistic and optimistic at the same time.",0.0,0.0,0.0
"Now, what I've done throughout this campaign is to propose a net spending cut.",0.0,0.0,0.0
(LAUGHTER) I am a person who keeps promises.,0.0,0.0,0.0
But I don't favor a constitutional amendment on the subject.,0.0,0.0,0.0
"I believe that the United States ha- had many successes in recent years, in recent months, as far as the Communist movement is concerned.",0.0,0.0,0.0
And in the years to come it will be written that one or the other of us was elected and that he was or was not a great president.,0.0,0.0,0.0
Over 50 percent of the settlements go to the attorneys and for administrating overhead.,0.0,0.0,0.0
Here is the role of the federal government.,0.0,0.0,0.0
The governor's plan is Social Security minus.,0.0,0.0,0.0
"The other day, I just - I'll hasten - I just saw one example.",0.0,0.0,0.0
"My opponent just this weekend talked about how terrorism could be reduced to a nuisance, comparing it to prostitution, illegal gambling.",0.0,0.0,0.0
And I expect to win.,0.0,0.0,0.0
"Yes, we got problems at home.",0.0,0.0,0.0
"Jim, I hope that we can come back to the subject of education because the governor made an extensive statement on it and I have a very different view than the one he expressed.",0.0,0.0,0.0
We need to stand for human rights.,0.0,0.0,0.0
It would have eliminated the AmeriCorps plan and it would have cut back on student loans and scholarships.,0.0,0.0,0.0
It's not going to work if we open up a dialogue with Kim Jong Il.,0.0,0.0,0.0
"And if a few more people had gone to the polls and voted in 1968, Hubert Humphrey would have been President; Richard Nixon would not.",0.0,0.0,0.0
"Doesn't your policy really imply that we're going to have a fairly high rate of unemployment over a fairly long time, that growth is gonna be fairly slow, and that we're not gonna be able to do much - very much in the next four or five years to meet the basic agenda of our national needs in the cities, in health, uh in transit and a whole lot of things like that.",0.0,0.0,0.0
"With all due respect this administration has a bad track record in this regard, and it's available for anybody who wants to look at the record and wants to talk to our men and women in uniform, and wants to spend time with the members of the Joint Chiefs, wants to look at readiness levels and other -- other indicators.",0.0,0.0,0.0
"We don't want to change the legislation that would lower the tax rate in D. C., allow welfare mothers to take a job without any tax on the first 90 percent of her income and no Capital Gain Tax that should be done in every urban area of America that would make capital flow back, and you can't have capitalism, Al, without capital.",0.0,0.0,0.0
Now I believe there's a better way to do this.,0.0,0.0,0.0
"You know, going to a Buddhist temple and then claiming it wasn't a fundraiser isn't my view of responsibility.",0.0,0.0,0.0
"You said in the Rose Garden the day after the attack, it was an act of terror.",0.0,0.0,0.0
I didn't care whether he was a Republican or Democrat.,0.0,0.0,0.0
It's our job to fix the problem.,0.0,0.0,0.0
And that launched a campaign to try to get the record companies to put ratings that -- warning labels for parents.,0.0,0.0,0.0
It encourages the use of renewables like ethanol and biodiesel.,0.0,0.0,0.0
"You know, I made a mistake using a private e- mail.",0.0,0.0,0.0
There was a Communist dictator that we inherited from the previous Administration.,0.0,0.0,0.0
I don't think we should have that kind of a program.,0.0,0.0,0.0
"And the point that I originally made is that we took our eye off Afghanistan, we took our eye off the folks who perpetrated 9/11, they are still sending out videotapes and Senator McCain, nobody is talking about defeat in Iraq, but I have to say we are having enormous problems in Afghanistan because of that decision.",1.0,0.0,0.0
"I would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe, and give them the wherewithal and financial resources to be able to do that.",0.0,0.0,0.0
"Now that's not reform, Mr. President.",0.0,0.0,0.0
I went for one tax increase and when I make a mistake I admit it.,0.0,0.0,0.0
"Gwen, No Child Left Behind, they were for it; now they're against it.",0.0,0.0,0.0
"To do that, we're taking back jobs.",0.0,0.0,0.0
"If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies.",0.0,0.0,0.0
"Do you have what it takes? """,0.0,0.0,0.0
"Mueller and 18 angry Democrats, and FBI agents all over the place spent, $48 million.",1.0,1.0,1.0
Why I disagree with the MX is that it's a sitting duck.,1.0,0.0,0.0
Let me talk about tax relief.,0.0,0.0,0.0
It's going to be a beautiful thing to watch. Companies will come.,1.0,0.0,0.0
... my response.,0.0,0.0,0.0
"We think it's important that senior citizens don't suffer this winter, but we need to get on to the business of having a plan to develop our domestic energy resources in producing more supplies, and this administration hasn't produced them.",0.0,0.0,0.0
"We did, actually, send troops into Rwanda to help with the humanitarian relief measures.",0.0,0.0,0.0
I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world.,0.0,0.0,0.0
"There may be occasion when it's appropriate to use them in a peacekeeping role, but I think the role ought to be limited, there ought to be a time limit on it.",0.0,0.0,0.0
"And months ago, many of us were pressing for action.",0.0,0.0,0.0
You remember the last time you said that?,0.0,0.0,0.0
But the front on this war is more than just one place.,0.0,0.0,0.0
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.",0.0,0.0,0.0
But I believe that my plan is better than Senator Dole's ill-advised $550 billion scheme which I'll say again will blow a hole in the deficit.,0.0,0.0,0.0
That's true leadership.,0.0,0.0,0.0
"That was the right thing to do, to stop genocide and to preserve what was necessary inside of Europe.",0.0,0.0,0.0
This question of leadership keeps arising in different forms in this discussion already.,0.0,0.0,0.0
So you can go out and create more jobs and more opportunities.,0.0,0.0,0.0
And that means that we can't have any test of religion.,0.0,0.0,0.0
And it hasn't worked.,0.0,0.0,0.0
That's just reality.,0.0,0.0,0.0
"I mean, I'm not I don't like to get into personal matters.",0.0,0.0,0.0
"And he did it late, after 40 countries had already done that.",0.0,0.0,0.0
That's not the way we're going to create jobs here.,0.0,0.0,0.0
"And they knew what was happening, and they didn't tell you.",0.0,0.0,0.0
Let me just talk to you about one of the short-term fixes.,0.0,0.0,0.0
And that's what I do.,0.0,0.0,0.0
I would certainly also be judicious in evaluating any potential use of American troops overseas.,0.0,0.0,0.0
"That is because he and George Bush have turned over their party to Pat Buchanan and Phyllis Schlafly, who have ordered them to endorse a platform which makes all abortions illegal under any circumstances, regardless of what has led to that decision by a woman.",0.0,0.0,0.0
"Now lastly, I believe in the case of Little Rock.",0.0,0.0,0.0
So this is going to be an important issue.,0.0,0.0,0.0
"Well we need, for example, economic assistance; we need technical assistance; we need exchange; we need programs of diplomatic and other character which will be effective in that area.",0.0,0.0,0.0
They're untrue.,0.0,0.0,0.0
"With respect to Iran, the British, French, and Germans were the ones who initiated an effort without the United States, regrettably, to begin to try to move to curb the nuclear possibilities in Iran.",0.0,0.0,0.0
"As the politics change, his positions change.",1.0,1.0,2.0
So it is a priority for me.,0.0,0.0,0.0
"I would like to mention that a couple days ago Senator Obama was out in Ohio and he had an encounter with a guy who's a plumber, his name is Joe Wurzelbacher.",0.0,0.0,0.0
"Child safety trigger locks on a mandatory basis, and others.",0.0,0.0,0.0
"Where I part with the President is that despite all of those differences we must, as past Presidents before this one have done, meet on the common ground of survival.",0.0,0.0,0.0
"They said, let us win.",0.0,0.0,0.0
He talks about these great trade deals.,0.0,0.0,0.0
General Ridgway has said the same thing.,1.0,1.0,1.0
"He came in with a high growth rate, the 1990 budget agreement, which some, you know, didn't like, had some very tough cost controls, put a lot of pressure on Congress.",0.0,0.0,0.0
"Now, Senator McCain is also right that it's difficult.",0.0,0.0,0.0
"I am not going to exploit, for political purposes, my opponent's youth and inexperience.",1.0,1.0,2.0
"And if Americans trust me with the presidency, I can pledge to you, we will have the most significant effort, openly -- not secret meetings in the White House with special interests, not ideologically driven efforts to push people aside -- but a genuine effort to try to restore America's hope and possibilities by bringing people together.",1.0,0.0,0.0
"They said that they supported the troops; and then while our troops were on the ground in Iraq and Afghanistan, they went to the Congress and lobbied to have their combat pay cut.",0.0,0.0,0.0
"And then Senator Dole's ardent supporters, Senator McCain, who's out there today, along with Senator Feingold, supported, sponsored a campaign finance reform proposal.",0.0,0.0,0.0
He wanted to give people rights.,0.0,0.0,0.0
"But first of all, this is a nation of immigrants. We welcome people coming to this country as immigrants.",1.0,0.0,0.0
"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.",1.0,0.0,0.0
I was honored to be there.,0.0,0.0,0.0
I want to thank the University of Miami for hosting us.,0.0,0.0,0.0
I have to pay the administration a compliment.,0.0,0.0,0.0
"But it's very hard for Republican's in Congress to support comprehensive immigration reform, if their standard bearer has said that, this is not something I'm interested in supporting.",0.0,0.0,0.0
And it's all a question of what our priorities are.,0.0,0.0,0.0
"And if I heard the statement day before yesterday, you said you would order -- he said he would order his FDA appointee to review the decision.",0.0,0.0,0.0
And we haven't done a very good job of that at the federal level recently.,0.0,0.0,0.0
