,dialogue_indexes,dialogue_sentences,dialogue,dialogue_id,dialogue_paths,snippet_indexes,snippet_sentences,snippet,snippet_paths,fallacy
498,"[32, 32, 229]","['Thank you.', 'Thank you.', ""I'm saying specifically that I don't believe he has the qualities we need in a commander in chief because I don't think, based on his record, that he would pursue the kind of aggressive policies that need to be pursued if we're going to defeat these terrorists.""]","Thank you. Thank you. I'm saying specifically that I don't believe he has the qualities we need in a commander in chief because I don't think, based on his record, that he would pursue the kind of aggressive policies that need to be pursued if we're going to defeat these terrorists.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/32.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/32.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/229.wav')]",[230],"[""We need to battle them overseas so we don't have to battle them here at home.""]",We need to battle them overseas so we don't have to battle them here at home.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/230.wav')],0
499,"[374, 375, 376]","['We know that when we went into Afghanistan that he then migrated to Baghdad.', 'He set up shop in Baghdad, where he oversaw the poisons facility up at Khurmal (ph), where the terrorists were developing ricin and other deadly substances to use.', ""We know he's still in Baghdad today.""]","We know that when we went into Afghanistan that he then migrated to Baghdad. He set up shop in Baghdad, where he oversaw the poisons facility up at Khurmal (ph), where the terrorists were developing ricin and other deadly substances to use. We know he's still in Baghdad today.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/374.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/375.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/376.wav')]",[377],['He is responsible for most of the major car bombings that have killed or maimed thousands of people.'],He is responsible for most of the major car bombings that have killed or maimed thousands of people.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/377.wav')],0
500,"[375, 376, 377]","['He set up shop in Baghdad, where he oversaw the poisons facility up at Khurmal (ph), where the terrorists were developing ricin and other deadly substances to use.', ""We know he's still in Baghdad today."", 'He is responsible for most of the major car bombings that have killed or maimed thousands of people.']","He set up shop in Baghdad, where he oversaw the poisons facility up at Khurmal (ph), where the terrorists were developing ricin and other deadly substances to use. We know he's still in Baghdad today. He is responsible for most of the major car bombings that have killed or maimed thousands of people.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/375.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/376.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/377.wav')]",[378],"[""He's the one you will see on the evening news beheading hostages.""]",He's the one you will see on the evening news beheading hostages.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/378.wav')],0
501,"[235, 236, 237]","[""And his judgment's flawed, and the record's there for anybody who wants to look at it."", 'In 1984, when he ran for the Senate he opposed, or called for the elimination of a great many major weapons systems that were crucial to winning the Cold War and are important today to our overall forces.', ""When Saddam Hussein invaded Kuwait and occupied it in 1990 and '91, he stood up on the floor of the Senate and voted against going in to liberate Kuwait and push Saddam Hussein back to Iraq.""]","And his judgment's flawed, and the record's there for anybody who wants to look at it. In 1984, when he ran for the Senate he opposed, or called for the elimination of a great many major weapons systems that were crucial to winning the Cold War and are important today to our overall forces. When Saddam Hussein invaded Kuwait and occupied it in 1990 and '91, he stood up on the floor of the Senate and voted against going in to liberate Kuwait and push Saddam Hussein back to Iraq.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/235.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/236.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/237.wav')]",[238],"[""The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.""]","The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/238.wav')],2
502,"[409, 410, 411]","['Now, the vice president, as you pointed out, spoke out loudly for lifting the sanctions on Iraq.', 'John Kerry and I believe we need to strengthen the sanctions on Iraq, including closing the loophole that allows companies to use a subsidiary, offshore subsidiaries to do business with Iran.', 'I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question.']","Now, the vice president, as you pointed out, spoke out loudly for lifting the sanctions on Iraq. John Kerry and I believe we need to strengthen the sanctions on Iraq, including closing the loophole that allows companies to use a subsidiary, offshore subsidiaries to do business with Iran. I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/409.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/410.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/411.wav')]",[412],"['This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.']","This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/412.wav')],2
503,"[411, 412, 413]","['I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question.', 'This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.', ""Here's why we didn't think Halliburton should have a no-bid contract.""]","I mentioned Halliburton a few minute ago in connection with the $87 billion, and you raised it in this question. This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton. Here's why we didn't think Halliburton should have a no-bid contract.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/411.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/412.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/413.wav')]",[414],"['While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay.']","While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/414.wav')],2
504,"[443, 445, 446]","['We left in the morning, headed to the airport to leave, and later in the day I found out that that same day, not far from where we were staying, the Sbarro Pizzeria was hit by a suicide bomber in Jerusalem.', 'Six children were killed.', 'What are the Israeli people supposed to do?']","We left in the morning, headed to the airport to leave, and later in the day I found out that that same day, not far from where we were staying, the Sbarro Pizzeria was hit by a suicide bomber in Jerusalem. Six children were killed. What are the Israeli people supposed to do?",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/443.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/445.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/446.wav')]",[447],"['How can they continue to watch Israeli children killed by suicide bombers, killed by terrorists?']","How can they continue to watch Israeli children killed by suicide bombers, killed by terrorists?",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/447.wav')],0
505,"[453, 454, 455]","[""They don't have a partner for peace right now."", ""They certainly don't have a partner in Arafat, and they need a legitimate partner for peace."", 'And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11.']","They don't have a partner for peace right now. They certainly don't have a partner in Arafat, and they need a legitimate partner for peace. And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/453.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/454.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/455.wav')]",[456],"[""And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.""]","And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/456.wav')],0
506,"[466, 467, 468]","[""I'm up in the Senate most Tuesdays when they're in session."", 'The first time I ever met you was when you walked on the stage tonight.', 'In respect to Israel and Palestine, Gwen, the suicide bombers, in part, were generated by Saddam Hussein, who paid $25,000 to the families of suicide bombers.']","I'm up in the Senate most Tuesdays when they're in session. The first time I ever met you was when you walked on the stage tonight. In respect to Israel and Palestine, Gwen, the suicide bombers, in part, were generated by Saddam Hussein, who paid $25,000 to the families of suicide bombers.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/466.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/467.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/468.wav')]",[469],"[""I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business.""]",I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/469.wav')],3
507,"[455, 456, 458]","['And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11.', ""And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people."", ""Gwen, I want to go back to the last comment, and then I'll come back to Israel-Palestine.""]","And I might add, it is very important for America to crack down on the Saudis who have not had a public prosecution for financing terrorism since 9/11. And it's important for America to confront the situation in Iran, because Iran is an enormous threat to Israel and to the Israeli people. Gwen, I want to go back to the last comment, and then I'll come back to Israel-Palestine.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/455.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/456.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/458.wav')]",[459],['The reason they keep trying to attack Halliburton is because they want to obscure their own record.'],The reason they keep trying to attack Halliburton is because they want to obscure their own record.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/459.wav')],2
508,"[473, 475, 477]","['But first, there has to be an interlocutor you can trust and deal with.', 'There has to be reform of the Palestinian system.', ""I know that won't come as a shock.""]","But first, there has to be an interlocutor you can trust and deal with. There has to be reform of the Palestinian system. I know that won't come as a shock.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/473.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/475.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/477.wav')]",[478],"[""The vice president, I'm surprised to hear him talk about records.""]","The vice president, I'm surprised to hear him talk about records.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/478.wav')],2
509,"[532, 533, 534]","[""Here's what's happened: In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost."", ""And it's had real consequences in places like Cleveland."", ""Cleveland is a wonderful, distinguished city that's done a lot of great things, but it has the highest poverty rate in the country.""]","Here's what's happened: In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost. And it's had real consequences in places like Cleveland. Cleveland is a wonderful, distinguished city that's done a lot of great things, but it has the highest poverty rate in the country.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/532.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/533.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/534.wav')]",[535],['One out of almost two children in Cleveland are now living in poverty.'],One out of almost two children in Cleveland are now living in poverty.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/535.wav')],0
510,"[528, 530, 531]","['Gwen, your question was about jobs?', 'I thought it was about jobs and poverty.', ""I hope we get a chance to talk about education, but that's what the vice president talked about.""]","Gwen, your question was about jobs? I thought it was about jobs and poverty. I hope we get a chance to talk about education, but that's what the vice president talked about.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/528.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/530.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/531.wav')]","[532, 533]","[""Here's what's happened: In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost."", ""And it's had real consequences in places like Cleveland.""]","Here's what's happened: In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost. And it's had real consequences in places like Cleveland.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/532.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/533.wav')]",3
511,"[533, 534, 535]","[""And it's had real consequences in places like Cleveland."", ""Cleveland is a wonderful, distinguished city that's done a lot of great things, but it has the highest poverty rate in the country."", 'One out of almost two children in Cleveland are now living in poverty.']","And it's had real consequences in places like Cleveland. Cleveland is a wonderful, distinguished city that's done a lot of great things, but it has the highest poverty rate in the country. One out of almost two children in Cleveland are now living in poverty.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/533.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/534.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/535.wav')]",[536],"['During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.']","During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/536.wav')],3
512,[573],"[""Because we will do what they've not done.""]",Because we will do what they've not done.,30_2004,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/573.wav')],[574],"[""You know, if you look at what's happened over the last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.""]","You know, if you look at what's happened over the last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/574.wav')],3
513,"[714, 715, 716]","['John Kerry and I have a plan to do something about it.', ""We want to put more responsibility on the lawyers to require, before a case, malpractice, which the vice president just spoke about, have the case reviewed by independent experts to determine if the case is serious and meritorious before it can be filed; hold the lawyers responsible for that, certify that and hold the lawyer financially responsible if they don't do it; have a three-strikes-and-you're-out rule so that a lawyer who files three of these cases without meeting this requirement loses their right to file these cases."", ""That way we keep the cases out of the system that don't belong in the system.""]","John Kerry and I have a plan to do something about it. We want to put more responsibility on the lawyers to require, before a case, malpractice, which the vice president just spoke about, have the case reviewed by independent experts to determine if the case is serious and meritorious before it can be filed; hold the lawyers responsible for that, certify that and hold the lawyer financially responsible if they don't do it; have a three-strikes-and-you're-out rule so that a lawyer who files three of these cases without meeting this requirement loses their right to file these cases. That way we keep the cases out of the system that don't belong in the system.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/714.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/715.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/716.wav')]",[717],['They talk about frivolous cases.'],They talk about frivolous cases.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/717.wav')],0
514,"[765, 766, 768]","['While you were in private practice in law and as a senator, you had the advantage of a special tax loophole, Subchapter S corporation, which you set up so you could avoid paying $600,000 in Medicare taxes that would have gone into the fund.', ""And it's those kinds of loopholes that necessitate a premium increase under the law that was enacted in 1997, supported by John Kerry."", 'Well, first of all, I have paid all the taxes that I owe.']","While you were in private practice in law and as a senator, you had the advantage of a special tax loophole, Subchapter S corporation, which you set up so you could avoid paying $600,000 in Medicare taxes that would have gone into the fund. And it's those kinds of loopholes that necessitate a premium increase under the law that was enacted in 1997, supported by John Kerry. Well, first of all, I have paid all the taxes that I owe.",30_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/765.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/766.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/768.wav')]",[769],"['When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available.']","When the vice president was CEO of Halliburton, they took advantage of every offshore loophole available.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/30_2004/769.wav')],2
515,"[49, 50, 51]","[""Now, the president has presided over an economy where we've lost 1.6 million jobs."", 'The first president in 72 years to lose jobs.', 'I have a plan to put people back to work.']","Now, the president has presided over an economy where we've lost 1.6 million jobs. The first president in 72 years to lose jobs. I have a plan to put people back to work.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/49.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/50.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/51.wav')]",[52],"[""That's not wishy- washy.""]",That's not wishy- washy.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/52.wav')],0
516,"[57, 58, 59]","[""I'm going to give you a tax cut."", 'The president gave the top 1 percent of income-earners in America, got $89 billion last year, more than the 80 percent of people who earn $100,000 or less all put together.', ""I think that's wrong.""]","I'm going to give you a tax cut. The president gave the top 1 percent of income-earners in America, got $89 billion last year, more than the 80 percent of people who earn $100,000 or less all put together. I think that's wrong.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/57.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/58.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/59.wav')]",[60],"[""That's not wishy-washy, and that's what I'm fighting for, you.""]","That's not wishy-washy, and that's what I'm fighting for, you.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/60.wav')],0
517,"[65, 66, 67]","['I can see why people at your workplace think he changes positions a lot, because he does.', 'He said he voted for the $87 billion, and voted against it right before he voted for it.', 'And that sends a confusing signal to people.']","I can see why people at your workplace think he changes positions a lot, because he does. He said he voted for the $87 billion, and voted against it right before he voted for it. And that sends a confusing signal to people.",31_2004,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/65.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/66.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/67.wav')]",[68],"['He said he thought Saddam Hussein was a grave threat, and now he said it was a mistake to remove Saddam Hussein from power.']","He said he thought Saddam Hussein was a grave threat, and now he said it was a mistake to remove Saddam Hussein from power.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/31_2004/68.wav')],0
